Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,
"Isao, Enlightened Bushi",1,21599,Rare,BOK,129/165,No
"Ishai, Ojutai Dragonspeaker",1,62305,Mythic Rare,PZ2,57/73,No
"Ishi-Ishi, Akki Crackshot",1,21875,Rare,BOK,110/165,No
"Ishkanah, Grafwidow",1,61258,Mythic Rare,EMN,162/205,No
"Island of Wak-Wak",1,27865,Rare,MED,176/195,No
"Isperia the Inscrutable",1,24235,Rare,DIS,114/180,No
"Isperia, Supreme Judge",1,46557,Mythic Rare,RTR,171/274,No
"It That Betrays",1,36738,Rare,ROE,7/248,No
"Ith, High Arcanist",1,25689,Rare,TSP,241/301,No
"Ivory Gargoyle",1,30676,Rare,ME2,19/245,No
"Ivory Tower",1,52901,Uncommon,VMA,269/325,No
"Iwamori of the Open Fist",1,21759,Rare,BOK,130/165,No
"Ixalan's Binding",1,65044,Uncommon,XLN,17/279,No
"Ixidor, Reality Sculptor",1,17657,Rare,ONS,89/350,No
"Izzet Chemister",1,65741,Rare,PZ2,/309,No
"Izzet Signet",1,23679,Common,GPT,152/165,No
"Jabari's Influence",1,7073,Rare,MI,24/350,No
"Jace Beleren",1,32671,Mythic Rare,M10,58/249,No
"Jace, Cunning Castaway",1,65132,Mythic Rare,XLN,60/279,No
"Jace, Memory Adept",1,41443,Mythic Rare,M12,58/249,No
"Jace, Unraveler of Secrets",1,59890,Mythic Rare,SOI,69/297,No
"Jace's Defeat",1,64560,Uncommon,HOU,38/199,No
"Jace's Mindseeker",1,49519,Rare,M14,61/249,No
"Jace's Sanctum",1,57922,Rare,ORI,61/272,No
"Jacques le Vert",1,28149,Rare,MED,147/195,No
"Jaddi Lifestrider",1,36412,Uncommon,ROE,189/248,No
"Jade Bearer",1,66721,Common,RIX,134/196,No
"Jade Mage",1,41455,Uncommon,M12,181/249,No
"Jadecraft Artisan",1,66723,Common,RIX,135/196,No
"Jagged Poppet",1,24025,Uncommon,DIS,115/180,No
"Jagged-Scar Archers",1,28414,Uncommon,LRW,222/301,Yes
"Jalira, Master Polymorphist",1,53588,Rare,M15,64/269,No
"Jandor's Saddlebags",1,15632,Rare,7E,304/350,No
"Jarad, Golgari Lich Lord",1,46801,Mythic Rare,RTR,174/274,No
"Jarad's Orders",1,46781,Rare,RTR,175/274,No
"Jareth, Leonine Titan",1,17751,Rare,ONS,43/350,No
"Jasmine Boreal",1,26009,Rare,TSB,93/121,No
"Jaya Ballard, Task Mage",1,36313,Rare,PRM,440/1158,Yes
"Jayemdae Tome",1,15630,Rare,7E,305/350,No
"Jazal Goldmane",1,55117,Mythic Rare,C14,9/337,No
"Jedit Ojanen",1,33536,Common,ME3,153/230,No
"Jedit Ojanen of Efrava",1,26349,Rare,PLC,131/165,No
"Jeleva, Nephalia's Scourge",1,51332,Mythic Rare,C13,194/356,No
"Jenara, Asura of War",1,32374,Mythic Rare,ARB,128/145,No
"Jerrard of the Closed Fist",1,33538,Common,ME3,154/230,No
"Jeska, Warrior Adept",1,17546,Rare,JUD,93/143,No
"Jeskai Banner",1,54064,Common,KTK,222/269,No
"Jester's Mask",1,30474,Rare,ME2,211/245,No
"Jhessian Zombies",1,32519,Common,ARB,22/145,No
"Jhoira of the Ghitu",1,48664,Rare,MMA,177/229,No
"Jhoira's Timebug",1,25791,Common,TSP,257/301,No
"Jin-Gitaxias, Core Augur",1,39708,Mythic Rare,NPH,37/175,No
"Jinxed Idol",1,9733,Rare,TE,293/350,No
"Jiwari, the Earth Aflame",1,21962,Rare,SOK,107/165,No
"Jolting Merfolk",1,13807,Uncommon,NE,34/143,No
"Jor Kadeen, the Prevailer",1,39893,Rare,NPH,128/175,Yes
"Jotun Grunt",1,24805,Uncommon,CSP,8/155,No
"Journey of Discovery",1,20213,Common,MRD,123/306,No
"Journey to Eternity",1,66775,Rare,RIX,160/196,No
"Journeyer's Kite",1,21427,Rare,CHK,257/306,No
"Judge of Currents",1,28535,Common,LRW,22/301,No
"Judge's Familiar",1,46417,Uncommon,RTR,218/274,No
"Jugan, the Rising Star",1,20974,Rare,CHK,217/306,Yes
"Jund Charm",1,30863,Uncommon,ALA,175/249,No
"Jund Hackblade",1,32464,Common,ARB,138/145,No
"Jund Panorama",1,31313,Common,ALA,225/249,No
"Jund Sojourners",1,32452,Common,ARB,116/145,No
"Jungle Basin",1,7603,Uncommon,VI,164/167,No
"Jungle Creeper",1,66779,Uncommon,RIX,161/196,No
"Jungle Hollow",1,54072,Common,KTK,235/269,No
"Jungle Patrol",1,7079,Rare,MI,223/350,No
"Jungle Shrine",1,31131,Uncommon,ALA,226/249,No
"Jungleborn Pioneer",1,66727,Common,RIX,137/196,No
"Junk Diver",1,54745,Rare,C14,244/337,No
"Junktroller",1,23340,Uncommon,RAV,264/306,No
"Junkyo Bell",1,21531,Rare,CHK,258/306,No
"Jushi Apprentice",1,21223,Rare,CHK,70/306,No
"Just the Wind",1,59892,Common,SOI,71/297,No
"Juvenile Gloomwidow",1,29661,Common,SHM,121/301,No
"Jwar Isle Avenger",1,59407,Common,OGW,58/184,No
"Jwar Isle Refuge",1,51026,Uncommon,C13,300/356,No
"Kaalia of the Vast",1,40640,Mythic Rare,CMD,206/318,No
"Kaboom!",1,18093,Rare,ONS,214/350,No
"Kabuto Moth",1,21341,Common,CHK,20/306,No
"Kaervek the Merciless",1,25647,Rare,TSP,242/301,No
"Kaervek's Spite",1,7605,Rare,VI,63/167,No
"Kagemaro, First to Suffer",1,21954,Rare,SOK,73/165,No
"Kaho, Minamo Historian",1,21972,Rare,SOK,41/165,No
"Kalemne, Disciple of Iroas",1,59171,Rare,PZ1,107/149,No
"Kalitas, Bloodchief of Ghet",1,34528,Mythic Rare,ZEN,99/249,No
"Kalonian Hydra",1,49349,Mythic Rare,M14,181/249,No
"Kalonian Tusker",1,49387,Uncommon,M14,182/249,No
"Kalonian Twingrove",1,53660,Rare,M15,182/269,No
"Kamahl, Fist of Krosa",1,18195,Rare,ONS,268/350,No
"Kamahl, Pit Fighter",1,16663,Rare,OD,198/350,No
"Kami of Ancient Law",1,21033,Common,CHK,21/306,No
"Kami of False Hope",1,21665,Common,BOK,10/165,No
"Kami of Fire's Roar",1,20983,Common,CHK,174/306,No
"Kami of the Crescent Moon",1,22108,Rare,SOK,42/165,No
"Kami of the Honored Dead",1,21615,Uncommon,BOK,12/165,No
"Kami of the Palace Fields",1,21037,Uncommon,CHK,24/306,No
"Kangee, Aerie Keeper",1,14347,Rare,IN,253/350,No
"Karador, Ghost Chieftain",1,40637,Mythic Rare,CMD,207/318,No
"Karametra, God of Harvests",1,51747,Mythic Rare,BNG,148/165,No
"Karmic Guide",1,12601,Rare,UL,11/143,No
"Karmic Justice",1,16999,Rare,OD,26/350,No
"Karn, Silver Golem",1,37628,Mythic Rare,V10,6/15,Yes
"Karona, False God",1,18746,Rare,SCG,138/143,No
"Karoo",1,7607,Uncommon,VI,165/167,No
"Karplusan Forest",1,15636,Rare,7E,336/350,No
"Karplusan Giant",1,30480,Uncommon,ME2,133/245,No
"Karplusan Minotaur",1,24799,Rare,CSP,86/155,No
"Karrthus, Tyrant of Jund",1,32356,Mythic Rare,ARB,117/145,No
"Karstoderm",1,20340,Uncommon,DST,77/165,Yes
"Kaseto, Orochi Archmage",1,59165,Rare,PZ1,109/149,No
"Katabatic Winds",1,7609,Rare,VI,109/167,No
"Kataki, War's Wage",1,48998,Rare,MMA,20/229,No
"Kavu Scout",1,14665,Common,IN,151/350,No
"Kaya, Ghost Assassin",1,62269,Mythic Rare,PZ2,67/73,No
"Kaysa",1,30680,Rare,ME2,170/245,No
"Kazandu Refuge",1,34582,Uncommon,ZEN,217/249,No
"Kazuul, Tyrant of the Cliffs",1,35661,Rare,WWK,84/145,No
"Keen Sense",1,26297,Uncommon,PLC,152/165,No
"Keeneye Aven",1,53123,Common,VMA,75/325,No
"Keening Apparition",1,46283,Common,RTR,12/274,No
"Keening Stone",1,36380,Rare,ROE,219/248,No
"Keeper of Progenitus",1,31101,Rare,ALA,135/249,No
"Keepsake Gorgon",1,50362,Uncommon,THS,93/249,No
"Kefnet the Mindful",1,63720,Mythic Rare,AKH,59/269,No
"Kefnet's Last Word",1,64562,Rare,HOU,39/199,No
"Kefnet's Monument",1,64124,Uncommon,AKH,231/269,No
"Kei Takahashi",1,33542,Uncommon,ME3,155/230,No
"Keiga, the Tide Star",1,21127,Rare,CHK,72/306,No
"Keldon Megaliths",1,26820,Uncommon,FUT,170/180,No
"Keldon Twilight",1,15159,Rare,PS,112/143,No
"Kemba, Kha Regent",1,54895,Rare,C14,75/337,No
"Kemba's Legion",1,39527,Uncommon,MBS,9/155,No
"Kemuri-Onna",1,22130,Uncommon,SOK,76/165,No
"Kentaro, the Smiling Cat",1,21593,Rare,BOK,13/165,No
"Kess, Dissident Mage",1,65763,Mythic Rare,PZ2,/309,No
"Kessig Recluse",1,43209,Common,DKA,121/158,No
"Kessig Wolf Run",1,42586,Rare,ISD,243/264,No
"Khalni Hydra",1,36536,Mythic Rare,ROE,192/248,No
"Khenra Charioteer",1,64004,Uncommon,AKH,201/269,No
"Khenra Eternal",1,64616,Common,HOU,66/199,No
"Khenra Scrapper",1,64684,Common,HOU,100/199,No
"Kheru Mind-Eater",1,65761,Rare,PZ2,/309,No
"Kiki-Jiki, Mirror Breaker",1,48852,Mythic Rare,MMA,120/229,No
"Kiku, Night's Flower",1,21251,Rare,CHK,121/306,No
"Kilnmouth Dragon",1,18438,Rare,LGN,104/145,Yes
"Kindled Fury",1,64686,Common,HOU,101/199,No
"Kindred Boon",1,65717,Rare,PZ2,/309,No
"Kindred Charge",1,65721,Rare,PZ2,/309,No
"Kindred Discovery",1,65725,Rare,PZ2,/309,No
"Kindred Dominance",1,65723,Rare,PZ2,/309,No
"Kindred Summons",1,65719,Rare,PZ2,/309,No
"King Macar, the Gold-Cursed",1,52114,Rare,JOU,74/165,No
"Kinjalli's Sunwing",1,65048,Rare,XLN,19/279,No
"Kinsbaile Balloonist",1,28217,Common,LRW,23/301,No
"Kinsbaile Borderguard",1,29144,Rare,MOR,14/150,No
"Kinsbaile Cavalier",1,29196,Rare,MOR,15/150,No
"Kinsbaile Skirmisher",1,53268,Common,M15,16/269,No
"Kinscaer Harpoonist",1,29723,Common,SHM,41/301,No
"Kin-Tree Invocation",1,54420,Uncommon,KTK,183/269,No
"Kiora, Master of the Depths",1,58491,Mythic Rare,BFZ,213/274,No
"Kira, Great Glass-Spinner",1,21715,Rare,BOK,40/165,No
"Kirtar's Wrath",1,51124,Rare,C13,15/356,No
"Kitchen Finks",1,29329,Uncommon,SHM,229/301,No
"Kite Shield",1,41536,Uncommon,M12,210/249,Yes
"Kitesail",1,57175,Common,MM2,218/249,Yes
"Kitesail Corsair",1,66535,Common,RIX,41/196,No
"Kitesail Freebooter",1,65236,Uncommon,XLN,110/279,No
"Kithkin Daggerdare",1,28321,Common,LRW,223/301,No
"Kithkin Greatheart",1,28727,Common,LRW,25/301,No
"Kithkin Harbinger",1,28211,Uncommon,LRW,26/301,No
"Kithkin Healer",1,28671,Common,LRW,27/301,No
"Kithkin Mourncaller",1,28319,Uncommon,LRW,224/301,No
"Kithkin Rabble",1,29797,Uncommon,SHM,9/301,No
"Kithkin Shielddare",1,29759,Common,SHM,10/301,No
"Kithkin Spellduster",1,30056,Common,EVE,8/180,No
"Kithkin Zealot",1,30150,Common,EVE,9/180,No
"Kithkin Zephyrnaut",1,29106,Common,MOR,16/150,No
"Kitsune Blademaster",1,21049,Common,CHK,25/306,No
"Kitsune Bonesetter",1,21960,Common,SOK,15/165,No
"Kitsune Dawnblade",1,22106,Common,SOK,16/165,No
"Kitsune Diviner",1,21051,Common,CHK,26/306,No
"Kitsune Healer",1,21061,Common,CHK,27/306,No
"Kitsune Loreweaver",1,22054,Common,SOK,17/165,No
"Kitsune Mystic",1,21239,Rare,CHK,28/306,No
"Kitsune Palliator",1,21589,Uncommon,BOK,14/165,No
"Kitsune Riftwalker",1,21171,Common,CHK,29/306,No
"Kiyomaro, First to Stand",1,21970,Rare,SOK,18/165,No
"Kjeldoran Outpost",1,30684,Rare,ME2,233/245,No
"Knight of Meadowgrain",1,28405,Uncommon,LRW,28/301,No
"Knight of New Alara",1,32476,Rare,ARB,70/145,No
"Knight of the Reliquary",1,31925,Rare,CON,113/145,No
"Knight of the Stampede",1,66729,Common,RIX,138/196,No
"Knight of the White Orchid",1,57632,Rare,ORI,21/272,No
"Knightly Valor",1,46569,Common,RTR,13/274,No
"Knights of Thorn",1,27967,Common,MED,19/195,No
"Knollspine Dragon",1,29539,Rare,SHM,98/301,No
"Knowledge Exploitation",1,29050,Rare,MOR,38/150,No
"Knowledge Pool",1,39493,Rare,MBS,111/155,No
"Knowledge Vault",1,33710,Uncommon,ME3,198/230,No
"Knucklebone Witch",1,28573,Rare,LRW,120/301,No
"Kobold Overlord",1,33712,Uncommon,ME3,105/230,No
"Kodama of the Center Tree",1,21681,Rare,BOK,131/165,No
"Kodama of the North Tree",1,20971,Rare,CHK,222/306,No
"Kodama of the South Tree",1,20963,Rare,CHK,223/306,No
"Kodama's Reach",1,21003,Common,CHK,225/306,No
"Kokusho, the Evening Star",1,21069,Rare,CHK,122/306,No
"Kolaghan Forerunners",1,56210,Uncommon,DTK,144/264,No
"Kolaghan, the Storm's Fury",1,55354,Rare,FRF,155/185,No
"Konda, Lord of Eiganjo",1,21203,Rare,CHK,30/306,No
"Konda's Banner",1,21491,Rare,CHK,259/306,No
"Kongming, "Sleeping Dragon"",1,50892,Rare,C13,16/356,No
"Kookus",1,7619,Rare,VI,86/167,No
"Kopala, Warden of Waves",1,65134,Rare,XLN,61/279,No
"Kor Castigator",1,58685,Common,BFZ,35/274,No
"Kor Haven",1,13961,Rare,NE,141/143,No
"Kor Outfitter",1,34587,Common,ZEN,21/249,Yes
"Kor Spiritdancer",1,36524,Rare,ROE,31/248,No
"Korlash, Heir to Blackblade",1,26900,Rare,FUT,87/180,No
"Korozda Gorgon",1,48430,Uncommon,DGM,78/156,No
"Korozda Guildmage",1,46445,Uncommon,RTR,176/274,No
"Kothophed, Soul Hoarder",1,57809,Rare,ORI,104/272,Yes
"Kozilek, Butcher of Truth",1,57200,Mythic Rare,MM2,5/249,No
"Kozilek, the Great Distortion",1,59317,Mythic Rare,OGW,4/184,No
"Kozilek's Sentinel",1,58413,Common,BFZ,129/274,No
"Kragma Butcher",1,51625,Common,BNG,100/165,No
"Krark-Clan Ironworks",1,20863,Uncommon,5DN,134/165,Yes
"Kraum, Ludevic's Opus",1,62309,Rare,PZ2,46/73,No
"Kresh the Bloodbraided",1,42250,Mythic Rare,V11,5/15,Yes
"Krond the Dawn-Clad",1,45084,Mythic Rare,PC2,99/156,No
"Krosan Tusker",1,53113,Common,VMA,218/325,No
"Krosan Verge",1,17628,Uncommon,JUD,141/143,No
"Krovikan Horror",1,30686,Rare,ME2,101/245,No
"Kruin Striker",1,44003,Common,AVR,143/244,No
"Kruphix, God of Horizons",1,51962,Mythic Rare,JOU,152/165,No
"Kudzu",1,38546,Uncommon,ME4,159/260,No
"Kukemssa Pirates",1,7093,Rare,MI,71/350,No
"Kulrath Knight",1,29557,Uncommon,SHM,190/301,No
"Kumano, Master Yamabushi",1,21255,Rare,CHK,176/306,No
"Kumena's Awakening",1,66537,Rare,RIX,42/196,No
"Kumena's Speaker",1,65412,Uncommon,XLN,196/279,No
"Kuon, Ogre Ascendant",1,22172,Rare,SOK,78/165,No
"Kurkesh, Onakke Ancient",1,53672,Rare,M15,153/269,No
"Kuro, Pitlord",1,21257,Rare,CHK,123/306,No
"Kusari-Gama",1,21124,Rare,CHK,260/306,Yes
"Kydele, Chosen of Kruphix",1,62311,Mythic Rare,PZ2,53/73,No
"Kynaios and Tiro of Meletis",1,62375,Mythic Rare,PZ2,63/73,No
"Kyoki, Sanity's Eclipse",1,21799,Rare,BOK,72/165,No
"Kyren Toy",1,13601,Rare,MM,303/350,No
"Kytheon's Irregulars",1,58160,Rare,ORI,24/272,No
"Labyrinth Guardian",1,63722,Uncommon,AKH,60/269,No
"Labyrinth Minotaur",1,33680,Common,ME3,39/230,No
"Lady Caleria",1,33714,Uncommon,ME3,157/230,No
"Lady Evangela",1,33716,Uncommon,ME3,158/230,No
"Lady Orca",1,33552,Common,ME3,159/230,No
"Lake of the Dead",1,53103,Rare,VMA,302/325,No
"Land Tax",1,36855,Rare,PRM,513/1158,No
"Languish",1,58156,Rare,ORI,105/272,No
"Lapse of Certainty",1,31715,Common,CON,9/145,No
"Larceny",1,19155,Rare,8ED,139/350,No
"Larger Than Life",1,61747,Common,KLD,160/264,No
"Last Breath",1,50324,Common,THS,22/249,No
"Last Stand",1,16078,Rare,AP,107/143,No
"Last Thoughts",1,47812,Common,GTC,40/249,Yes
"Lathnu Hellion",1,61723,Rare,KLD,121/264,No
"Latulla, Keldon Overseer",1,14045,Rare,PR,95/143,No
"Lava Flow",1,38988,Common,ME4,126/260,No
"Lavaclaw Reaches",1,35665,Rare,WWK,139/145,No
"Lavalanche",1,32386,Rare,ARB,118/145,No
"Lay Bare the Heart",1,63794,Uncommon,AKH,96/269,No
"Lay Claim",1,63724,Uncommon,AKH,61/269,No
"Lay Waste",1,12203,Common,UZ,201/350,No
"Lazav, Dimir Mastermind",1,47793,Mythic Rare,GTC,174/249,No
"Leaf-Crowned Elder",1,28967,Rare,MOR,128/150,Yes
"Leech Bonder",1,29543,Uncommon,SHM,43/301,No
"Leeches",1,38874,Rare,ME4,18/260,No
"Leechridden Swamp",1,44398,Uncommon,PC1,135/169,No
"Leering Emblem",1,30217,Rare,EVE,171/180,Yes
"Leering Gargoyle",1,7099,Rare,MI,271/350,No
"Legacy Weapon",1,27252,Rare,10E,330/383,No
"Legacy's Allure",1,10109,Uncommon,TE,71/350,No
"Legion Conquistador",1,65050,Common,XLN,20/279,No
"Legion Lieutenant",1,66783,Uncommon,RIX,163/196,No
"Legion's Landing",1,65054,Rare,XLN,22/279,No
"Legions of Lim-Dûl",1,24437,Common,ICE,142/383,No"Leonin Abunas",1,19817,Rare,MRD,8/306,No
"Leonin Arbiter",1,38451,Rare,SOM,14/249,No
"Leonin Bola",1,20510,Common,DST,127/165,Yes
"Leonin Elder",1,19778,Common,MRD,10/306,Yes
"Leonin Relic-Warder",1,39591,Uncommon,MBS,10/155,No
"Leonin Shikari",1,20425,Rare,DST,6/165,No
"Lethal Sting",1,64618,Common,HOU,67/199,No
"Lethal Vapors",1,18800,Rare,SCG,68/143,No
"Leviathan",1,26023,Rare,TSB,23/121,No
"Leyline of Anticipation",1,37368,Rare,M11,61/249,No
"Leyline of the Meek",1,23933,Rare,GPT,10/165,No
"Leyline of Vitality",1,37408,Rare,M11,183/249,No
"Lhurgoyf",1,19627,Rare,8ED,259/350,No
"Liberate",1,14555,Uncommon,IN,21/350,No
"Liberated Dwarf",1,17506,Common,JUD,95/143,No
"Library of Leng",1,38548,Common,ME4,211/260,No
"Lich",1,38550,Rare,ME4,89/260,No
"Lich Lord of Unx",1,32502,Rare,ARB,24/145,No
"Lichenthrope",1,7625,Rare,VI,112/167,No
"Licia, Sanguine Tribune",1,65729,Mythic Rare,PZ2,/309,No
"Liege of the Hollows",1,9289,Rare,WL,131/167,No
"Lieutenant Kirtar",1,16983,Rare,OD,29/350,No
"Life and Limb",1,26443,Rare,PLC,133/165,No
"Life from the Loam",1,23376,Rare,RAV,172/306,No
"Life Goes On",1,64726,Common,HOU,121/199,No
"Lifebane Zombie",1,49450,Rare,M14,101/249,Yes
"Lifecrafter's Bestiary",1,62897,Rare,AER,162/184,No
"Lifegift",1,21591,Rare,BOK,132/165,No
"Lifeline",1,12465,Rare,UZ,299/350,No
"Life's Finale",1,39722,Rare,NPH,65/175,No
"Life's Legacy",1,53532,Rare,M15,183/269,No
"Lifespring Druid",1,58467,Common,BFZ,177/274,No
"Lightkeeper of Emeria",1,40589,Uncommon,CMD,18/318,No
"Lightning Berserker",1,55974,Uncommon,DTK,146/264,No
"Lightning Blow",1,33668,Common,ME3,18/230,No
"Lightning Cloud",1,7627,Rare,VI,87/167,No
"Lightning Crafter",1,29118,Rare,MOR,93/150,No
"Lightning Dragon",1,11782,Rare,UZ,202/350,Yes
"Lightning Mauler",1,44201,Uncommon,AVR,144/244,No
"Lightning Rift",1,53037,Uncommon,VMA,178/325,No
"Lignify",1,28395,Common,LRW,228/301,No
"Liliana of the Dark Realms",1,49249,Mythic Rare,M14,102/249,No
"Liliana Vess",1,32669,Mythic Rare,M10,102/249,No
"Liliana, Heretical Healer",1,57940,Mythic Rare,ORI,106/272,No
"Liliana's Caress",1,37417,Uncommon,M11,103/249,Yes
"Liliana's Defeat",1,64620,Uncommon,HOU,68/199,No
"Liliana's Mastery",1,63798,Rare,AKH,98/269,No
"Liliana's Reaver",1,49571,Rare,M14,103/249,No
"Lim-Dûl the Necromancer",1,25630,Rare,TSP,114/301,Yes"Limits of Solidarity",1,63882,Uncommon,AKH,140/269,No
"Lin Sivvi, Defiant Hero",1,13953,Rare,NE,12/143,No
"Linessa, Zephyr Mage",1,26886,Rare,FUT,51/180,No
"Lingering Mirage",1,12405,Uncommon,UZ,84/350,No
"Linvala, Keeper of Silence",1,36656,Mythic Rare,ROE,33/248,No
"Linvala, the Preserver",1,59475,Mythic Rare,OGW,25/184,No
"Liquimetal Coating",1,38359,Uncommon,SOM,171/249,No
"Liu Bei, Lord of Shu",1,33898,Rare,ME3,19/230,No
"Livewire Lash",1,38334,Rare,SOM,172/249,Yes
"Living Death",1,53215,Rare,VMA,126/325,No
"Living Hive",1,44696,Rare,PC1,75/169,No
"Living Inferno",1,23687,Rare,GPT,69/165,No
"Living Lore",1,56104,Rare,DTK,61/264,No
"Living Plane",1,33720,Rare,ME3,127/230,No
"Livonya Silone",1,33722,Uncommon,ME3,160/230,No
"Llanowar Reborn",1,26808,Uncommon,FUT,171/180,No
"Llanowar Wastes",1,57672,Rare,ORI,248/272,No
"Llawan, Cephalid Empress",1,17065,Rare,TOR,42/143,No
"Loaming Shaman",1,24295,Rare,DIS,87/180,No
"Lodestone Bauble",1,30692,Rare,ME2,213/245,No
"Lodestone Golem",1,57168,Rare,MM2,219/249,No
"Long-Forgotten Gohei",1,21573,Rare,CHK,261/306,No
"Longhorn Firebeast",1,17239,Common,TOR,103/143,No
"Longtusk Cub",1,61729,Uncommon,KLD,161/264,No
"Lookout's Dispersal",1,65136,Uncommon,XLN,62/279,No
"Looming Spires",1,58525,Common,BFZ,238/274,No
"Looter il-Kor",1,33432,Common,TD0,A25/156,No
"Lord of Extinction",1,32252,Mythic Rare,ARB,91/145,No
"Lord of Shatterskull Pass",1,36724,Rare,ROE,156/248,No
"Lord of the Accursed",1,63800,Uncommon,AKH,99/269,No
"Lord of the Pit",1,32155,Mythic Rare,DDC,30/62,Yes
"Lord of the Undead",1,19459,Rare,8ED,141/350,No
"Lord of Tresserhorn",1,28119,Rare,MED,149/195,No
"Lorescale Coatl",1,32352,Uncommon,ARB,101/145,No
"Loreseeker's Stone",1,54975,Uncommon,C14,56/337,No
"Lorthos, the Tidemaker",1,34644,Mythic Rare,ZEN,53/249,No
"Lose Calm",1,56206,Common,DTK,147/264,No
"Lost Leonin",1,39842,Common,NPH,13/175,No
"Lotleth Troll",1,46779,Rare,RTR,177/274,No
"Lotus Cobra",1,34546,Mythic Rare,ZEN,168/249,No
"Lotus Vale",1,9307,Rare,WL,165/167,No
"Lovisa Coldeyes",1,24523,Rare,CSP,90/155,No
"Loxodon Hierarch",1,23348,Rare,RAV,214/306,No
"Loxodon Peacekeeper",1,20111,Rare,MRD,13/306,No
"Loxodon Punisher",1,19795,Rare,MRD,14/306,No
"Loxodon Warhammer",1,20227,Uncommon,MRD,201/306,No
"Loyal Retainers",1,33868,Uncommon,ME3,20/230,No
"Lu Bu, Master-at-Arms",1,33770,Rare,ME3,108/230,No
"Lu Meng, Wu General",1,33840,Uncommon,ME3,41/230,No
"Lu Xun, Scholar General",1,50884,Rare,C13,49/356,No
"Ludevic, Necro-Alchemist",1,62313,Mythic Rare,PZ2,52/73,No
"Lull",1,12023,Common,UZ,267/350,No
"Lumbering Falls",1,58529,Rare,BFZ,239/274,No
"Lumengrid Sentinel",1,19790,Uncommon,MRD,40/306,Yes
"Luminate Primordial",1,47909,Rare,GTC,20/249,No
"Luminous Bonds",1,66477,Common,RIX,12/196,No
"Lunar Avenger",1,20876,Uncommon,5DN,136/165,No
"Lurching Rotbeast",1,64622,Common,HOU,69/199,No
"Lure of Prey",1,7107,Rare,MI,227/350,No
"Lurking Chupacabra",1,65238,Uncommon,XLN,111/279,No
"Lurking Predators",1,32881,Rare,M10,190/249,No
"Lux Cannon",1,38327,Mythic Rare,SOM,173/249,No
"Luxa River Shrine",1,64126,Common,AKH,232/269,No
"Lyzolda, the Blood Witch",1,24180,Rare,DIS,117/180,Yes
"Macetail Hystrodon",1,18447,Common,LGN,106/145,No
"Mad Auntie",1,28189,Rare,LRW,123/301,No
"Madblind Mountain",1,29323,Uncommon,SHM,274/301,No
"Madcap Skills",1,47611,Common,GTC,98/249,No
"Maelstrom Archangel",1,31871,Mythic Rare,CON,115/145,No
"Maelstrom Nexus",1,32266,Mythic Rare,ARB,130/145,No
"Maelstrom Pulse",1,32389,Rare,ARB,92/145,Yes
"Maelstrom Wanderer",1,60977,Mythic Rare,EMA,204/249,No
"Maga, Traitor to Mortals",1,21938,Rare,SOK,81/165,No
"Magebane Armor",1,32904,Rare,M10,214/249,Yes
"Mage-Ring Network",1,58148,Uncommon,ORI,249/272,No
"Mage's Guile",1,17809,Common,ONS,91/350,No
"Mageta the Lion",1,14047,Rare,PR,13/143,No
"Maggot Carrier",1,19453,Common,8ED,142/350,No
"Magister of Worth",1,53187,Rare,VMA,255/325,No
"Magister Sphinx",1,31787,Rare,CON,116/145,No
"Magma Giant",1,20772,Rare,5DN,72/165,No
"Magma Jet",1,50230,Uncommon,THS,128/249,No
"Magma Phoenix",1,32891,Rare,M10,148/249,No
"Magmaroth",1,64688,Uncommon,HOU,102/199,No
"Magmasaur",1,56636,Rare,TPR,141/269,No
"Magmatic Force",1,40622,Rare,CMD,128/318,No
"Magnigoth Treefolk",1,15169,Rare,PS,82/143,No
"Magosi, the Waterveil",1,34620,Rare,ZEN,218/249,No
"Magus of the Abyss",1,26806,Rare,FUT,70/180,No
"Magus of the Coffers",1,26371,Rare,PLC,73/165,No
"Magus of the Disk",1,25935,Rare,TSP,27/301,No
"Magus of the Future",1,26828,Rare,FUT,40/180,No
"Magus of the Library",1,26495,Rare,PLC,134/165,No
"Magus of the Mind",1,65685,Rare,PZ2,/309,No
"Magus of the Tabernacle",1,26465,Rare,PLC,8/165,No
"Magus of the Vineyard",1,26872,Rare,FUT,132/180,No
"Magus of the Will",1,62357,Rare,PZ2,21/73,No
"Mahamoti Djinn",1,53911,Rare,M15,275/269,No
"Majestic Heliopterus",1,66479,Uncommon,RIX,13/196,No
"Majestic Myriarch",1,64728,Mythic Rare,HOU,122/199,No
"Major Teroh",1,17103,Rare,TOR,8/143,No
"Make a Wish",1,42402,Uncommon,ISD,192/264,No
"Malakir Bloodwitch",1,34600,Rare,ZEN,100/249,No
"Malakir Familiar",1,58541,Uncommon,BFZ,116/274,No
"Malevolent Whispers",1,59816,Uncommon,SOI,173/297,No
"Malfegor",1,40545,Mythic Rare,CMD,208/318,No
"Malicious Affliction",1,55199,Rare,C14,25/337,No
